cluster,year_week,year,week,num_hechos,date_year_week,year_month
2,2016 07,2016,07,9,2016-02-21,2016-2
2,2016 08,2016,08,8,2016-02-28,2016-2
2,2016 09,2016,09,16,2016-03-06,2016-3
2,2016 10,2016,10,10,2016-03-13,2016-3
2,2016 11,2016,11,18,2016-03-20,2016-3
2,2016 12,2016,12,11,2016-03-27,2016-3
2,2016 13,2016,13,11,2016-04-03,2016-4
2,2016 14,2016,14,4,2016-04-10,2016-4
2,2016 15,2016,15,3,2016-04-17,2016-4
2,2016 16,2016,16,8,2016-04-24,2016-4
2,2016 17,2016,17,13,2016-05-01,2016-5
2,2016 18,2016,18,12,2016-05-08,2016-5
2,2016 19,2016,19,11,2016-05-15,2016-5
2,2016 20,2016,20,11,2016-05-22,2016-5
2,2016 21,2016,21,13,2016-05-29,2016-5
2,2016 22,2016,22,6,2016-06-05,2016-6
2,2016 23,2016,23,9,2016-06-12,2016-6
2,2016 24,2016,24,11,2016-06-19,2016-6
2,2016 25,2016,25,4,2016-06-26,2016-6
2,2016 26,2016,26,7,2016-07-03,2016-7
2,2016 27,2016,27,5,2016-07-10,2016-7
2,2016 28,2016,28,7,2016-07-17,2016-7
2,2016 29,2016,29,6,2016-07-24,2016-7
2,2016 30,2016,30,15,2016-07-31,2016-7
2,2016 31,2016,31,9,2016-08-07,2016-8
2,2016 32,2016,32,10,2016-08-14,2016-8
2,2016 33,2016,33,13,2016-08-21,2016-8
2,2016 34,2016,34,17,2016-08-28,2016-8
2,2016 35,2016,35,12,2016-09-04,2016-9
2,2016 36,2016,36,12,2016-09-11,2016-9
2,2016 37,2016,37,1,2016-09-18,2016-9
2,2016 38,2016,38,7,2016-09-25,2016-9
2,2016 39,2016,39,10,2016-10-02,2016-10
2,2016 40,2016,40,7,2016-10-09,2016-10
2,2016 41,2016,41,9,2016-10-16,2016-10
2,2016 42,2016,42,8,2016-10-23,2016-10
2,2016 43,2016,43,8,2016-10-30,2016-10
2,2016 44,2016,44,8,2016-11-06,2016-11
2,2016 45,2016,45,1,2016-11-13,2016-11
2,2016 46,2016,46,10,2016-11-20,2016-11
2,2016 47,2016,47,7,2016-11-27,2016-11
2,2016 48,2016,48,12,2016-12-04,2016-12
2,2016 49,2016,49,9,2016-12-11,2016-12
2,2016 50,2016,50,9,2016-12-18,2016-12
2,2016 51,2016,51,5,2016-12-25,2016-12
2,2016 52,2016,52,9,2017-01-01,2016-1
2,2016 53,2016,53,1,2017-01-08,2016-1
2,2017 01,2017,01,13,2017-01-08,2017-1
2,2017 02,2017,02,12,2017-01-15,2017-1
2,2017 03,2017,03,7,2017-01-22,2017-1
2,2017 04,2017,04,15,2017-01-29,2017-1
2,2017 05,2017,05,10,2017-02-05,2017-2
2,2017 06,2017,06,11,2017-02-12,2017-2
2,2017 07,2017,07,8,2017-02-19,2017-2
2,2017 08,2017,08,12,2017-02-26,2017-2
2,2017 09,2017,09,6,2017-03-05,2017-3
2,2017 10,2017,10,12,2017-03-12,2017-3
2,2017 11,2017,11,3,2017-03-19,2017-3
2,2017 12,2017,12,13,2017-03-26,2017-3
2,2017 13,2017,13,6,2017-04-02,2017-4
2,2017 14,2017,14,7,2017-04-09,2017-4
2,2017 15,2017,15,3,2017-04-16,2017-4
2,2017 16,2017,16,7,2017-04-23,2017-4
2,2017 17,2017,17,8,2017-04-30,2017-4
2,2017 18,2017,18,8,2017-05-07,2017-5
2,2017 19,2017,19,6,2017-05-14,2017-5
2,2017 20,2017,20,7,2017-05-21,2017-5
2,2017 21,2017,21,21,2017-05-28,2017-5
2,2017 22,2017,22,9,2017-06-04,2017-6
2,2017 23,2017,23,6,2017-06-11,2017-6
2,2017 24,2017,24,4,2017-06-18,2017-6
2,2017 25,2017,25,5,2017-06-25,2017-6
2,2017 26,2017,26,2,2017-07-02,2017-7
2,2017 27,2017,27,10,2017-07-09,2017-7
2,2017 28,2017,28,9,2017-07-16,2017-7
2,2017 29,2017,29,8,2017-07-23,2017-7
2,2017 30,2017,30,7,2017-07-30,2017-7
2,2017 31,2017,31,6,2017-08-06,2017-8
2,2017 32,2017,32,2,2017-08-13,2017-8
2,2017 33,2017,33,6,2017-08-20,2017-8
2,2017 34,2017,34,12,2017-08-27,2017-8
2,2017 35,2017,35,9,2017-09-03,2017-9
2,2017 36,2017,36,9,2017-09-10,2017-9
2,2017 37,2017,37,7,2017-09-17,2017-9
2,2017 38,2017,38,5,2017-09-24,2017-9
2,2017 39,2017,39,11,2017-10-01,2017-10
2,2017 40,2017,40,11,2017-10-08,2017-10
2,2017 41,2017,41,9,2017-10-15,2017-10
2,2017 42,2017,42,10,2017-10-22,2017-10
2,2017 43,2017,43,10,2017-10-29,2017-10
2,2017 44,2017,44,8,2017-11-05,2017-11
2,2017 45,2017,45,11,2017-11-12,2017-11
2,2017 46,2017,46,12,2017-11-19,2017-11
2,2017 47,2017,47,11,2017-11-26,2017-11
2,2017 48,2017,48,11,2017-12-03,2017-12
2,2017 49,2017,49,4,2017-12-10,2017-12
2,2017 50,2017,50,7,2017-12-17,2017-12
2,2017 51,2017,51,7,2017-12-24,2017-12
2,2017 52,2017,52,3,2017-12-31,2017-12
2,2018 01,2018,01,7,2018-01-07,2018-1
2,2018 02,2018,02,9,2018-01-14,2018-1
2,2018 03,2018,03,6,2018-01-21,2018-1
2,2018 04,2018,04,1,2018-01-28,2018-1
2,2018 06,2018,06,1,2018-02-11,2018-2
2,2018 07,2018,07,3,2018-02-18,2018-2
2,2018 08,2018,08,3,2018-02-25,2018-2
2,2018 09,2018,09,1,2018-03-04,2018-3
2,2018 13,2018,13,1,2018-04-01,2018-4
2,2018 14,2018,14,3,2018-04-08,2018-4
2,2018 15,2018,15,4,2018-04-15,2018-4
2,2018 16,2018,16,2,2018-04-22,2018-4
2,2018 17,2018,17,8,2018-04-29,2018-4
2,2018 19,2018,19,5,2018-05-13,2018-5
2,2018 20,2018,20,1,2018-05-20,2018-5
2,2018 21,2018,21,1,2018-05-27,2018-5
2,2018 22,2018,22,1,2018-06-03,2018-6
2,2018 23,2018,23,4,2018-06-10,2018-6
2,2018 24,2018,24,3,2018-06-17,2018-6
2,2018 25,2018,25,3,2018-06-24,2018-6
2,2018 26,2018,26,1,2018-07-01,2018-7
2,2018 27,2018,27,1,2018-07-08,2018-7
2,2018 28,2018,28,3,2018-07-15,2018-7
2,2018 29,2018,29,1,2018-07-22,2018-7
2,2018 30,2018,30,3,2018-07-29,2018-7
2,2018 31,2018,31,7,2018-08-05,2018-8
2,2018 32,2018,32,6,2018-08-12,2018-8
2,2018 33,2018,33,7,2018-08-19,2018-8
2,2018 34,2018,34,4,2018-08-26,2018-8
2,2018 35,2018,35,2,2018-09-02,2018-9
2,2018 36,2018,36,3,2018-09-09,2018-9
2,2018 37,2018,37,2,2018-09-16,2018-9
2,2018 38,2018,38,2,2018-09-23,2018-9
2,2018 39,2018,39,5,2018-09-30,2018-9
2,2018 40,2018,40,1,2018-10-07,2018-10
2,2018 41,2018,41,3,2018-10-14,2018-10
2,2018 42,2018,42,3,2018-10-21,2018-10
2,2018 43,2018,43,4,2018-10-28,2018-10
2,2018 44,2018,44,3,2018-11-04,2018-11
2,2018 45,2018,45,3,2018-11-11,2018-11
2,2018 46,2018,46,4,2018-11-18,2018-11
2,2018 47,2018,47,2,2018-11-25,2018-11
2,2018 48,2018,48,6,2018-12-02,2018-12
2,2018 49,2018,49,8,2018-12-09,2018-12
2,2018 50,2018,50,7,2018-12-16,2018-12
2,2018 51,2018,51,1,2018-12-23,2018-12
2,2018 52,2018,52,1,2018-12-30,2018-12
2,2019 01,2019,01,12,2019-01-13,2019-1
2,2019 02,2019,02,4,2019-01-20,2019-1
2,2019 04,2019,04,5,2019-02-03,2019-2
2,2019 05,2019,05,1,2019-02-10,2019-2
2,2019 06,2019,06,1,2019-02-17,2019-2
2,2019 07,2019,07,4,2019-02-24,2019-2
2,2019 08,2019,08,2,2019-03-03,2019-3
2,2019 09,2019,09,4,2019-03-10,2019-3
2,2019 10,2019,10,3,2019-03-17,2019-3
2,2019 11,2019,11,3,2019-03-24,2019-3
2,2019 12,2019,12,5,2019-03-31,2019-3
2,2019 13,2019,13,7,2019-04-07,2019-4
2,2019 14,2019,14,3,2019-04-14,2019-4
2,2019 15,2019,15,3,2019-04-21,2019-4
2,2019 16,2019,16,2,2019-04-28,2019-4
2,2019 17,2019,17,2,2019-05-05,2019-5
2,2019 18,2019,18,3,2019-05-12,2019-5
2,2019 19,2019,19,2,2019-05-19,2019-5
2,2019 20,2019,20,6,2019-05-26,2019-5
2,2019 21,2019,21,3,2019-06-02,2019-6
2,2019 22,2019,22,3,2019-06-09,2019-6
2,2019 23,2019,23,3,2019-06-16,2019-6
2,2019 24,2019,24,3,2019-06-23,2019-6
2,2019 25,2019,25,4,2019-06-30,2019-6
2,2019 26,2019,26,3,2019-07-07,2019-7
2,2019 27,2019,27,5,2019-07-14,2019-7
2,2019 28,2019,28,14,2019-07-21,2019-7
2,2019 29,2019,29,22,2019-07-28,2019-7
2,2019 30,2019,30,33,2019-08-04,2019-8
2,2019 31,2019,31,26,2019-08-11,2019-8
2,2019 32,2019,32,13,2019-08-18,2019-8
2,2019 33,2019,33,22,2019-08-25,2019-8
2,2019 34,2019,34,34,2019-09-01,2019-9
2,2019 35,2019,35,18,2019-09-08,2019-9
2,2019 36,2019,36,23,2019-09-15,2019-9
2,2019 37,2019,37,32,2019-09-22,2019-9
2,2019 38,2019,38,21,2019-09-29,2019-9
2,2019 39,2019,39,29,2019-10-06,2019-10
2,2019 40,2019,40,24,2019-10-13,2019-10
2,2019 41,2019,41,26,2019-10-20,2019-10
2,2019 42,2019,42,27,2019-10-27,2019-10
2,2019 43,2019,43,24,2019-11-03,2019-11
2,2019 44,2019,44,32,2019-11-10,2019-11
2,2019 45,2019,45,40,2019-11-17,2019-11
2,2019 46,2019,46,23,2019-11-24,2019-11
2,2019 47,2019,47,26,2019-12-01,2019-12
2,2019 48,2019,48,37,2019-12-08,2019-12
2,2019 49,2019,49,33,2019-12-15,2019-12
2,2019 50,2019,50,39,2019-12-22,2019-12
2,2019 51,2019,51,33,2019-12-29,2019-12
2,2019 52,2019,52,40,2020-01-05,2019-1
2,2020 01,2020,01,30,2020-01-12,2020-1
2,2020 02,2020,02,30,2020-01-19,2020-1
2,2020 03,2020,03,33,2020-01-26,2020-1
2,2020 04,2020,04,37,2020-02-02,2020-2
2,2020 05,2020,05,31,2020-02-09,2020-2
2,2020 06,2020,06,31,2020-02-16,2020-2
2,2020 07,2020,07,45,2020-02-23,2020-2
2,2020 08,2020,08,32,2020-03-01,2020-3
2,2020 09,2020,09,39,2020-03-08,2020-3
2,2020 10,2020,10,35,2020-03-15,2020-3
2,2020 11,2020,11,33,2020-03-22,2020-3
2,2020 12,2020,12,27,2020-03-29,2020-3
2,2020 13,2020,13,12,2020-04-05,2020-4
2,2020 14,2020,14,17,2020-04-12,2020-4
2,2020 15,2020,15,17,2020-04-19,2020-4
2,2020 16,2020,16,13,2020-04-26,2020-4
2,2020 17,2020,17,18,2020-05-03,2020-5
2,2020 18,2020,18,22,2020-05-10,2020-5
2,2020 19,2020,19,30,2020-05-17,2020-5
2,2020 20,2020,20,26,2020-05-24,2020-5
2,2020 21,2020,21,31,2020-05-31,2020-5
2,2020 22,2020,22,30,2020-06-07,2020-6
2,2020 23,2020,23,33,2020-06-14,2020-6
2,2020 24,2020,24,41,2020-06-21,2020-6
3,2012 02,2012,02,1,2012-01-15,2012-1
3,2012 04,2012,04,1,2012-01-29,2012-1
3,2012 05,2012,05,1,2012-02-05,2012-2
3,2012 06,2012,06,2,2012-02-12,2012-2
3,2012 08,2012,08,1,2012-02-26,2012-2
3,2012 10,2012,10,2,2012-03-11,2012-3
3,2012 12,2012,12,2,2012-03-25,2012-3
3,2012 13,2012,13,1,2012-04-01,2012-4
3,2012 15,2012,15,1,2012-04-15,2012-4
3,2012 16,2012,16,3,2012-04-22,2012-4
3,2012 17,2012,17,1,2012-04-29,2012-4
3,2012 19,2012,19,2,2012-05-13,2012-5
3,2012 20,2012,20,3,2012-05-20,2012-5
3,2012 23,2012,23,3,2012-06-10,2012-6
3,2012 25,2012,25,2,2012-06-24,2012-6
3,2012 26,2012,26,1,2012-07-01,2012-7
3,2012 27,2012,27,2,2012-07-08,2012-7
3,2012 28,2012,28,1,2012-07-15,2012-7
3,2012 30,2012,30,1,2012-07-29,2012-7
3,2012 32,2012,32,1,2012-08-12,2012-8
3,2012 33,2012,33,2,2012-08-19,2012-8
3,2012 34,2012,34,4,2012-08-26,2012-8
3,2012 36,2012,36,4,2012-09-09,2012-9
3,2012 37,2012,37,1,2012-09-16,2012-9
3,2012 42,2012,42,1,2012-10-21,2012-10
3,2012 48,2012,48,1,2012-12-02,2012-12
3,2012 50,2012,50,1,2012-12-16,2012-12
3,2013 03,2013,03,1,2013-01-27,2013-1
3,2013 05,2013,05,1,2013-02-10,2013-2
3,2013 09,2013,09,1,2013-03-10,2013-3
3,2013 11,2013,11,1,2013-03-24,2013-3
3,2013 12,2013,12,2,2013-03-31,2013-3
3,2013 15,2013,15,1,2013-04-21,2013-4
3,2013 16,2013,16,2,2013-04-28,2013-4
3,2013 17,2013,17,1,2013-05-05,2013-5
3,2013 21,2013,21,1,2013-06-02,2013-6
3,2013 22,2013,22,1,2013-06-09,2013-6
3,2013 23,2013,23,1,2013-06-16,2013-6
3,2013 24,2013,24,2,2013-06-23,2013-6
3,2013 27,2013,27,1,2013-07-14,2013-7
3,2013 30,2013,30,2,2013-08-04,2013-8
3,2013 33,2013,33,1,2013-08-25,2013-8
3,2013 35,2013,35,1,2013-09-08,2013-9
3,2013 38,2013,38,1,2013-09-29,2013-9
3,2013 39,2013,39,1,2013-10-06,2013-10
3,2013 43,2013,43,4,2013-11-03,2013-11
3,2013 44,2013,44,1,2013-11-10,2013-11
3,2013 45,2013,45,1,2013-11-17,2013-11
3,2013 49,2013,49,2,2013-12-15,2013-12
3,2013 50,2013,50,1,2013-12-22,2013-12
3,2013 52,2013,52,2,2014-01-05,2013-1
3,2014 02,2014,02,3,2014-01-19,2014-1
3,2014 04,2014,04,1,2014-02-02,2014-2
3,2014 05,2014,05,1,2014-02-09,2014-2
3,2014 06,2014,06,1,2014-02-16,2014-2
3,2014 07,2014,07,2,2014-02-23,2014-2
3,2014 10,2014,10,2,2014-03-16,2014-3
3,2014 11,2014,11,1,2014-03-23,2014-3
3,2014 14,2014,14,3,2014-04-13,2014-4
3,2014 15,2014,15,2,2014-04-20,2014-4
3,2014 16,2014,16,2,2014-04-27,2014-4
3,2014 17,2014,17,1,2014-05-04,2014-5
3,2014 19,2014,19,1,2014-05-18,2014-5
3,2014 23,2014,23,1,2014-06-15,2014-6
3,2014 24,2014,24,2,2014-06-22,2014-6
3,2014 25,2014,25,2,2014-06-29,2014-6
3,2014 31,2014,31,2,2014-08-10,2014-8
3,2014 32,2014,32,5,2014-08-17,2014-8
3,2014 33,2014,33,1,2014-08-24,2014-8
3,2014 35,2014,35,2,2014-09-07,2014-9
3,2014 39,2014,39,1,2014-10-05,2014-10
3,2014 40,2014,40,1,2014-10-12,2014-10
3,2014 41,2014,41,1,2014-10-19,2014-10
3,2014 44,2014,44,1,2014-11-09,2014-11
3,2014 46,2014,46,1,2014-11-23,2014-11
3,2014 47,2014,47,1,2014-11-30,2014-11
3,2014 49,2014,49,2,2014-12-14,2014-12
3,2014 50,2014,50,1,2014-12-21,2014-12
3,2015 02,2015,02,1,2015-01-18,2015-1
3,2015 03,2015,03,3,2015-01-25,2015-1
3,2015 04,2015,04,1,2015-02-01,2015-2
3,2015 05,2015,05,1,2015-02-08,2015-2
3,2015 07,2015,07,3,2015-02-22,2015-2
3,2015 10,2015,10,1,2015-03-15,2015-3
3,2015 11,2015,11,1,2015-03-22,2015-3
3,2015 15,2015,15,2,2015-04-19,2015-4
3,2015 17,2015,17,3,2015-05-03,2015-5
3,2015 18,2015,18,1,2015-05-10,2015-5
3,2015 19,2015,19,1,2015-05-17,2015-5
3,2015 20,2015,20,1,2015-05-24,2015-5
3,2015 21,2015,21,3,2015-05-31,2015-5
3,2015 23,2015,23,1,2015-06-14,2015-6
3,2015 26,2015,26,1,2015-07-05,2015-7
3,2015 28,2015,28,1,2015-07-19,2015-7
3,2015 31,2015,31,2,2015-08-09,2015-8
3,2015 32,2015,32,1,2015-08-16,2015-8
3,2015 33,2015,33,1,2015-08-23,2015-8
3,2015 35,2015,35,3,2015-09-06,2015-9
3,2015 39,2015,39,1,2015-10-04,2015-10
3,2015 41,2015,41,3,2015-10-18,2015-10
3,2015 43,2015,43,2,2015-11-01,2015-11
3,2015 44,2015,44,2,2015-11-08,2015-11
3,2015 45,2015,45,1,2015-11-15,2015-11
3,2015 46,2015,46,1,2015-11-22,2015-11
3,2015 47,2015,47,2,2015-11-29,2015-11
3,2015 48,2015,48,1,2015-12-06,2015-12
3,2015 49,2015,49,3,2015-12-13,2015-12
3,2015 50,2015,50,2,2015-12-20,2015-12
3,2016 02,2016,02,4,2016-01-17,2016-1
3,2016 03,2016,03,1,2016-01-24,2016-1
3,2016 04,2016,04,4,2016-01-31,2016-1
3,2016 05,2016,05,1,2016-02-07,2016-2
3,2016 06,2016,06,1,2016-02-14,2016-2
3,2016 09,2016,09,6,2016-03-06,2016-3
3,2016 10,2016,10,3,2016-03-13,2016-3
3,2016 11,2016,11,4,2016-03-20,2016-3
3,2016 12,2016,12,1,2016-03-27,2016-3
3,2016 13,2016,13,2,2016-04-03,2016-4
3,2016 14,2016,14,3,2016-04-10,2016-4
3,2016 15,2016,15,4,2016-04-17,2016-4
3,2016 17,2016,17,2,2016-05-01,2016-5
3,2016 18,2016,18,2,2016-05-08,2016-5
3,2016 19,2016,19,2,2016-05-15,2016-5
3,2016 20,2016,20,3,2016-05-22,2016-5
3,2016 21,2016,21,1,2016-05-29,2016-5
3,2016 22,2016,22,1,2016-06-05,2016-6
3,2016 23,2016,23,3,2016-06-12,2016-6
3,2016 24,2016,24,4,2016-06-19,2016-6
3,2016 25,2016,25,1,2016-06-26,2016-6
3,2016 26,2016,26,2,2016-07-03,2016-7
3,2016 27,2016,27,1,2016-07-10,2016-7
3,2016 29,2016,29,1,2016-07-24,2016-7
3,2016 31,2016,31,2,2016-08-07,2016-8
3,2016 32,2016,32,2,2016-08-14,2016-8
3,2016 34,2016,34,1,2016-08-28,2016-8
3,2016 35,2016,35,1,2016-09-04,2016-9
3,2016 36,2016,36,3,2016-09-11,2016-9
3,2016 37,2016,37,2,2016-09-18,2016-9
3,2016 38,2016,38,3,2016-09-25,2016-9
3,2016 39,2016,39,2,2016-10-02,2016-10
3,2016 40,2016,40,4,2016-10-09,2016-10
3,2016 41,2016,41,1,2016-10-16,2016-10
3,2016 42,2016,42,1,2016-10-23,2016-10
3,2016 43,2016,43,1,2016-10-30,2016-10
3,2016 44,2016,44,4,2016-11-06,2016-11
3,2016 45,2016,45,2,2016-11-13,2016-11
3,2016 46,2016,46,1,2016-11-20,2016-11
3,2016 47,2016,47,2,2016-11-27,2016-11
3,2016 48,2016,48,1,2016-12-04,2016-12
3,2016 49,2016,49,3,2016-12-11,2016-12
3,2016 50,2016,50,1,2016-12-18,2016-12
3,2016 51,2016,51,2,2016-12-25,2016-12
3,2016 52,2016,52,1,2017-01-01,2016-1
3,2017 01,2017,01,1,2017-01-08,2017-1
3,2017 02,2017,02,2,2017-01-15,2017-1
3,2017 03,2017,03,3,2017-01-22,2017-1
3,2017 04,2017,04,1,2017-01-29,2017-1
3,2017 05,2017,05,2,2017-02-05,2017-2
3,2017 06,2017,06,2,2017-02-12,2017-2
3,2017 07,2017,07,8,2017-02-19,2017-2
3,2017 08,2017,08,3,2017-02-26,2017-2
3,2017 10,2017,10,5,2017-03-12,2017-3
3,2017 11,2017,11,3,2017-03-19,2017-3
3,2017 12,2017,12,3,2017-03-26,2017-3
3,2017 13,2017,13,2,2017-04-02,2017-4
3,2017 14,2017,14,2,2017-04-09,2017-4
3,2017 15,2017,15,2,2017-04-16,2017-4
3,2017 16,2017,16,2,2017-04-23,2017-4
3,2017 17,2017,17,4,2017-04-30,2017-4
3,2017 18,2017,18,3,2017-05-07,2017-5
3,2017 20,2017,20,2,2017-05-21,2017-5
3,2017 21,2017,21,3,2017-05-28,2017-5
3,2017 24,2017,24,1,2017-06-18,2017-6
3,2017 28,2017,28,2,2017-07-16,2017-7
3,2017 29,2017,29,1,2017-07-23,2017-7
3,2017 30,2017,30,2,2017-07-30,2017-7
3,2017 31,2017,31,4,2017-08-06,2017-8
3,2017 32,2017,32,2,2017-08-13,2017-8
3,2017 33,2017,33,6,2017-08-20,2017-8
3,2017 34,2017,34,1,2017-08-27,2017-8
3,2017 35,2017,35,2,2017-09-03,2017-9
3,2017 36,2017,36,2,2017-09-10,2017-9
3,2017 37,2017,37,1,2017-09-17,2017-9
3,2017 38,2017,38,2,2017-09-24,2017-9
3,2017 39,2017,39,2,2017-10-01,2017-10
3,2017 40,2017,40,1,2017-10-08,2017-10
3,2017 41,2017,41,2,2017-10-15,2017-10
3,2017 43,2017,43,3,2017-10-29,2017-10
3,2017 44,2017,44,3,2017-11-05,2017-11
3,2017 45,2017,45,2,2017-11-12,2017-11
3,2017 46,2017,46,1,2017-11-19,2017-11
3,2017 47,2017,47,1,2017-11-26,2017-11
3,2017 48,2017,48,1,2017-12-03,2017-12
3,2017 49,2017,49,2,2017-12-10,2017-12
3,2017 50,2017,50,1,2017-12-17,2017-12
3,2017 51,2017,51,1,2017-12-24,2017-12
3,2017 52,2017,52,1,2017-12-31,2017-12
3,2018 01,2018,01,2,2018-01-07,2018-1
3,2018 04,2018,04,2,2018-01-28,2018-1
3,2018 06,2018,06,1,2018-02-11,2018-2
3,2018 07,2018,07,1,2018-02-18,2018-2
3,2018 08,2018,08,1,2018-02-25,2018-2
3,2018 16,2018,16,1,2018-04-22,2018-4
3,2018 17,2018,17,2,2018-04-29,2018-4
3,2018 19,2018,19,2,2018-05-13,2018-5
3,2018 21,2018,21,1,2018-05-27,2018-5
3,2018 24,2018,24,1,2018-06-17,2018-6
3,2018 26,2018,26,1,2018-07-01,2018-7
3,2018 28,2018,28,4,2018-07-15,2018-7
3,2018 29,2018,29,1,2018-07-22,2018-7
3,2018 30,2018,30,2,2018-07-29,2018-7
3,2018 32,2018,32,1,2018-08-12,2018-8
3,2018 33,2018,33,1,2018-08-19,2018-8
3,2018 34,2018,34,1,2018-08-26,2018-8
3,2018 35,2018,35,1,2018-09-02,2018-9
3,2018 36,2018,36,1,2018-09-09,2018-9
3,2018 38,2018,38,1,2018-09-23,2018-9
3,2018 43,2018,43,2,2018-10-28,2018-10
3,2018 44,2018,44,4,2018-11-04,2018-11
3,2018 46,2018,46,1,2018-11-18,2018-11
3,2018 47,2018,47,4,2018-11-25,2018-11
3,2018 48,2018,48,4,2018-12-02,2018-12
3,2018 49,2018,49,2,2018-12-09,2018-12
3,2018 51,2018,51,1,2018-12-23,2018-12
3,2019 01,2019,01,1,2019-01-13,2019-1
3,2019 03,2019,03,2,2019-01-27,2019-1
3,2019 04,2019,04,3,2019-02-03,2019-2
3,2019 06,2019,06,2,2019-02-17,2019-2
3,2019 07,2019,07,2,2019-02-24,2019-2
3,2019 08,2019,08,2,2019-03-03,2019-3
3,2019 09,2019,09,2,2019-03-10,2019-3
3,2019 10,2019,10,5,2019-03-17,2019-3
3,2019 11,2019,11,3,2019-03-24,2019-3
3,2019 12,2019,12,4,2019-03-31,2019-3
3,2019 13,2019,13,1,2019-04-07,2019-4
3,2019 14,2019,14,2,2019-04-14,2019-4
3,2019 15,2019,15,2,2019-04-21,2019-4
3,2019 21,2019,21,2,2019-06-02,2019-6
3,2019 22,2019,22,1,2019-06-09,2019-6
3,2019 23,2019,23,3,2019-06-16,2019-6
3,2019 24,2019,24,1,2019-06-23,2019-6
3,2019 25,2019,25,1,2019-06-30,2019-6
3,2019 28,2019,28,2,2019-07-21,2019-7
3,2019 29,2019,29,5,2019-07-28,2019-7
3,2019 30,2019,30,1,2019-08-04,2019-8
3,2019 31,2019,31,7,2019-08-11,2019-8
3,2019 32,2019,32,7,2019-08-18,2019-8
3,2019 33,2019,33,5,2019-08-25,2019-8
3,2019 34,2019,34,5,2019-09-01,2019-9
3,2019 35,2019,35,6,2019-09-08,2019-9
3,2019 36,2019,36,6,2019-09-15,2019-9
3,2019 37,2019,37,5,2019-09-22,2019-9
3,2019 38,2019,38,4,2019-09-29,2019-9
3,2019 39,2019,39,9,2019-10-06,2019-10
3,2019 40,2019,40,5,2019-10-13,2019-10
3,2019 41,2019,41,6,2019-10-20,2019-10
3,2019 42,2019,42,1,2019-10-27,2019-10
3,2019 43,2019,43,4,2019-11-03,2019-11
3,2019 44,2019,44,4,2019-11-10,2019-11
3,2019 45,2019,45,7,2019-11-17,2019-11
3,2019 46,2019,46,3,2019-11-24,2019-11
3,2019 47,2019,47,2,2019-12-01,2019-12
3,2019 48,2019,48,5,2019-12-08,2019-12
3,2019 49,2019,49,5,2019-12-15,2019-12
3,2019 50,2019,50,2,2019-12-22,2019-12
3,2019 51,2019,51,6,2019-12-29,2019-12
3,2019 52,2019,52,4,2020-01-05,2019-1
3,2020 01,2020,01,2,2020-01-12,2020-1
3,2020 02,2020,02,4,2020-01-19,2020-1
3,2020 03,2020,03,5,2020-01-26,2020-1
3,2020 04,2020,04,7,2020-02-02,2020-2
3,2020 05,2020,05,4,2020-02-09,2020-2
3,2020 06,2020,06,10,2020-02-16,2020-2
3,2020 07,2020,07,5,2020-02-23,2020-2
3,2020 08,2020,08,9,2020-03-01,2020-3
3,2020 09,2020,09,3,2020-03-08,2020-3
3,2020 10,2020,10,10,2020-03-15,2020-3
3,2020 11,2020,11,16,2020-03-22,2020-3
3,2020 12,2020,12,5,2020-03-29,2020-3
3,2020 13,2020,13,2,2020-04-05,2020-4
3,2020 14,2020,14,3,2020-04-12,2020-4
3,2020 16,2020,16,2,2020-04-26,2020-4
3,2020 17,2020,17,1,2020-05-03,2020-5
3,2020 18,2020,18,3,2020-05-10,2020-5
3,2020 19,2020,19,4,2020-05-17,2020-5
3,2020 20,2020,20,10,2020-05-24,2020-5
3,2020 21,2020,21,7,2020-05-31,2020-5
3,2020 22,2020,22,10,2020-06-07,2020-6
3,2020 23,2020,23,8,2020-06-14,2020-6
3,2020 24,2020,24,4,2020-06-21,2020-6
